"Andri","Y","Andstæðingur, eða skíðamaður.",,947,576,"",
"Anes","Y",,,1,2,"",
"Angantýr","Y","Fornt norrænt nafn og merkir eftirlætis goð.",,12,2,"",
"Angi","Y",,,0,1,"",
"Annar","Y",,,0,1,"",
"Annarr","Y",,,0,0,"",
"Annas","Y","Úr hebresku.",,1,5,"",
"Annel","Y",,,6,8,"",
"Annes","Y",,,0,0,"",
"Anthony","Y",,,29,33,"",
"Anton","Y","Stytting latneska nafnsins Antoníus, sem merkir ómetanlegur. 17/1. heilagur Antóníus, stofnandi fyrsta kristna klaustursins (d. 356).",,449,138,"",
"Antoníus","Y",,,5,3,"",
"Aran","Y",,,1,0,"",
"Árbjartur","Y",,,2,0,"",
"Árbjörn","Y",,,2,0,"",
"Árelíus","Y","Úr latínu: gullinn.",,1,4,"",
"Arent","Y",,,5,4,"",
"Ares","Y",,,0,3,"",
"Árgeir","Y",,,1,0,"",
"Árgils","Y",,,0,0,"",
"Ari","Y","Örn.",,456,360,"",
"Aríel","Y",,,4,0,"",
"Arilíus","Y",,,8,2,"",
"Arinbjörn","Y","Arinn: heimili, og björn.",,32,10,"",
"Aríus","Y",,,0,1,"",
"Ármann","Y","Ármaður: umboðsmaður.",,225,123,"",
"Arnald","Y",,,1,2,"",
"Arnaldur","Y","Sá sem hefur mátt arnarins.",,73,2,"",
"Arnar","Y","Dregið af örn.",,1519,735,"",
"Arnberg","Y",,,1,0,"",
"Arnbergur","Y",,,2,0,"",
"Arnbjörn","Y","Myndað af forliðnum arn-, sem merkir örn eða heimili, og viðliðnum björn sem merkir bjarndýr..",,34,3,"",
"Arndór","Y",,,1,0,"",
"Arnes","Y",,,0,2,"",
"Arnfinnur","Y","Arinn og Finnur: (finnskur-) maður.",,26,2,"",
"Arnfreyr","Y",,,1,0,"",
"Arngeir","Y","Vopn heimilisins.",,3,2,"",
"Arngils","Y",,,0,0,"",
"Arngrímur","Y","Örn, eða arinn, og grímur: dulbúinn maður.",,98,12,"",
"Árni","Y","Dregi af örn. Árni Magnússon (1663-1730) handritasafnari.",,1643,684,"",
"Arnkell","Y","-kell er sama og ketill í merkingunni hjálmur, hjálmur heimilisins.",,6,3,"",
"Arnlaugur","Y","Ljómi heimilisins.",,7,0,"",
"Arnleifur","Y","Erfingi heimilisins.",,1,0,"",
"Arnljótur","Y","-ljótur er dregið af fornnorrænu orði sem merkir bjartur, ljós: birta heimilisins. Á fyrstu öldum Íslandsbyggðar var Ljótur eitt algengasta nafn hér á landi.",,11,1,"",
"Arnmóður","Y",,,0,0,"",
"Arnmundur","Y","Vörn heimilisins.",,7,0,"",
"Arnoddur","Y","Vopn heimilisins.",,8,1,"",
"Arnold","Y",,,12,5,"",
"Arnór","Y","Samsett af örn eða arinn og Þór.",,464,38,"",
"Arnsteinn","Y",,,3,1,"",
"Arnþór","Y","Örn eða arinn og Þór.",,169,13,"",
"Arnúlfur","Y",,,1,0,"",
"Arnviður","Y","-viður: skógur tré.",,6,2,"",
"Aron","Y","Úr hebresku og þýðir sennilega hinn sterki.",,885,360,"",
"Ársæll","Y","Farsæll.",,92,38,"",
"Arthur","Y",,,33,14,"Ritháttur af Arthúr",
"Arthúr","Y","Enskt nafn af keltneskum uppruna og merkir víðfrægur og voldugur.",,8,8,"",
"Artúr","Y",,,3,0,"",
"Ás","Y",,,1,28,"",
"Asael","Y",,,0,1,"",
"Ásberg","Y",,,17,31,"",
"Ásbergur","Y",,,2,0,"",
"Ásbjörn","Y","Guðlegur björn.",,138,28,"",
"Ásgautur","Y",,,0,0,"",
"Ásgeir","Y","Vopn goðanna. Ásgeir Ásgeirsson, 2. forseti íslenska lýðveldisins (1952-1968).",,871,201,"",
"Ásgils","Y",,,0,0,"",
"Ásgrímur","Y","Gríma goðanna.",,107,27,"",
"Ási","Y",,,2,17,"",
"Áskell","Y","Hjálmur Guðs.",,38,13,"",
"Askur","Y",,,21,4,"",
"Áslákur","Y","Leikur máttarvaldanna.",,2,0,"",
"Áslaugur","Y","Bjartur sem Guð.",,5,0,"",
"Ásmar","Y",,,1,0,"",
"Ásmundur","Y","Vernd eða gjöf Guðs.",,237,11,"",
"Ásólfur","Y","-ólfur: úlfur.",,2,2,"",
"Aspar","Y",,,0,5,"",
"Ásröður","Y",,,0,0,"",
"Ástbjörn","Y",,,4,1,"",
"Ástgeir","Y","Vopn ástarinnar, eða vopn Guðs.",,6,1,"",
"Ásþór","Y",,,19,5,"",
"Ástmar","Y","Ást- eða Ás- og -mar: frægur.",,12,7,"",
"Ástmundur","Y",,,7,2,"",
"Ástráður","Y","Ráð, stjórn máttarvaldanna.",,21,4,"",
"Ástríkur","Y",,,0,0,"",
"Ástþór","Y","Ást- og Þór.",,97,11,"",
"Ástvald","Y",,,1,2,"Ritháttur af Ástvaldur",
"Ástvaldur","Y","Máttur ástarinnar, eða Guðs.",,41,5,"",
"Ástvar","Y",,,0,1,"",
"Ástvin","Y",,,1,1,"",
"Ásvaldur","Y",,,15,3,"",
"Ásvarður","Y",,,0,0,"",
"Atlas","Y",,,4,2,"",
"Atli","Y","Fornnorrænt nafn, sennilega dregið af nafni Húnakonungsins illræmda, Attila, en nafn hans þýðir að líkindum faðir. Norrænir menn tengdu það hins vegar öðru orði, sem merkir harðvítugur, harðger, skylt ötull.",,777,476,"",
"Auðbergur","Y","Auðnu- bergur: bjargvættur.",,6,1,"",
"Auðbert","Y",,,1,0,"",
"Auðbjörn","Y",,,3,0,"",
"Auðgeir","Y",,,0,0,"",
"Auðkell","Y",,,0,0,"",
"Auðmundur","Y",,,0,0,"",
"Auðólfur","Y","Auðnu, gæfu úlfur.",,2,2,"",
"Auðun","Y","Sá sem gæfan ann. Óðinsheiti.",,31,10,"",
"Auðunn","Y",,,160,65,"",
"Austar","Y",,,0,0,"",
"Austmann","Y",,,0,24,"",
"Austmar","Y",,,0,3,"",
"Austri","Y",,,0,2,"",
"Axel","Y","Forn dönsk mynd hebreska nafnsins Absalon (: friðarfaðir).",,467,207,"",
"Aagot","X",,,4,3,"",
"Abela","X",,,1,0,"",
"Abigael","X",,,2,1,"",
"Ada","X",,,5,6,"",
"Adda","X","Stytting af Aðal- eða úr hebresku Ada, yndi, fegurð.",,43,24,"",
"Addý","X",,,1,1,"",
"Adela","X",,,9,5,"",
"Adríana","X","Af Adrían: frá Hadria.",,1,0,"",
"Aðalbjörg","X","Göfug vernd.",,258,46,"",
"Aðalbjört","X",,,1,0,"",
"Aðalborg","X",,,4,1,"",
"Aðaldís","X",,,2,0,"",
"Aðalfríður","X",,,3,0,"",
"Aðalheiður","X","Göfug og -heiður, björt, skínandi. 16/12. heilög Aðalheiður frá Búrgúnd, d. 999.",,586,76,"",
"Aðalrós","X",,,1,1,"",
"Aðalsteina","X",,,7,2,"",
"Aðalsteinunn","X",,,1,0,"",
"Aðalveig","X",,,0,1,"",
"Agata","X","Úr grísku og merkir góð. 5/2. heilög Agata píslarvottur, d. 251.",,37,14,"",
"Agatha","X",,,11,5,"Ritháttur af Agata",
"Agða","X","Norræn mynd nafnsins Agata.",,2,2,"",
"Agla","X","Dregið af Egill.",,77,40,"",
"Agnea","X",,,1,0,"",
"Agnes","X","Úr grísku og merkir hrein, skírlíf. 21/1. heilög Agnes, d. 304.",,465,79,"",
"Agneta","X","Latnesk mynd nafnsins Agnes.",,2,4,"",
"Ágústa","X","Dregið af Ágúst: göfug, virðuleg.",,533,235,"",
"Ágústína","X",,,24,4,"",
"Alanta","X",,,1,0,"",
"Alba","X",,,9,6,"",
"Alberta","X","Dregið af Albert: eðalborin, eða göfug og björt.",,7,4,"",
"Albína","X","Úr latínu og merkir hin hvíta.",,7,3,"",
"Alda","X","Bylgja.",,363,192,"",
"Aldís","X","Göfug dís.",,322,38,"",
"Aldný","X",,,0,0,"",
"Aleta","X",,,0,1,"",
"Aletta","X",,,1,2,"",
"Alexa","X",,,0,1,"",
"Alexandra","X","Úr grísku, sama nafn og Alexander, verndari eða bjargvættur manna.",,361,64,"",
"Alexandría","X",,,2,0,"",
"Alexía","X","Úr grísku, bjargvættur.",,34,13,"",
"Alexis","X",,,5,1,"",
"Alfa","X","Úr grísku. Fyrsti stafur gríska stafrófsins (Alfa og Ómega - upphafið og endirinn).",,24,10,"",
"Álfdís","X","Göfug dís, hollvættur.",,15,2,"",
"Álfey","X",,,1,0,"",
"Álfgerður","X",,,1,0,"",
"Álfheiður","X",,,134,12,"",
"Álfhildur","X","Álf- og -hildur: orrusta eða valkyrja.",,42,2,"",
"Alfífa","X","Úr ensku: gjöf álfa.",,0,1,"",
"Álfrós","X",,,1,0,"",
"Álfrún","X","Álf- og -rún, leyndardómur eða vinkona álfa.",,49,3,"",
"Álfsól","X",,,1,1,"",
"Alice","X",,,28,17,"",
"Alida","X",,,3,0,"",
"Alída","X",,,2,1,"",
"Alís","X",,,6,3,"",
"Alísa","X",,,7,3,"",
"Alla","X",,,13,6,"",
"Allý","X",,,1,0,"",
"Alma","X","Úr latínu: mild, nærandi.",,249,60,"",
"Alrún","X","Líklega sama og Álfrún.",,8,0,"",
"Alva","X",,,2,3,"",
"Alvilda","X",,,5,1,"",
"Amadea","X",,,0,0,"",
"Amal","X",,,4,3,"",
"Amalía","X","Úr þýsku, líkleg merking: iðin.",,41,16,"",
"Amanda","X","Úr latínu: elskuverð.",,51,5,"",
"Amelía","X","Ritmynd af Amalía.",,41,11,"",
"Amilía","X",,,1,0,"",
"Amíra","X","Kvenkyns útgáfan af arabíska nafninu emir, sem þýðir prins, eða herforingi, (líklega prinsessa).",,4,1,"",
"Amy","X",,,12,2,"Ritháttur af Amý. Fallbeyging í ef. Amyjar",
"Amý","X",,,1,3,"",
"Analía","X",,,1,0,"",
"Anastasía","X",,,6,1,"",
"Andra","X",,,3,1,"",
"Andrá","X",,,0,1,"",
"Andrea","X","Af Andrés.",,596,94,"",
"Anetta","X",,,4,0,"Ritháttur af Annetta",
"Angela","X","Úr ensku, dregið af engill.",,46,11,"",
"Angelíka","X",,,3,2,"",
"Anika","X",,,29,3,"",
"Aníka","X","Úr þýsku og merkir af engill.",,4,1,"Ritháttur af Anika",
"Anína","X",,,1,1,"",
"Anita","X",,,105,12,"Ritháttur af Aníta",
"Aníta","X","Úr spænsku, Anna litla.",,412,22,"",
"Anja","X","Önnur mynd, eða stytting á nafninu Anna (í Skandinavíu, Finnlandi og Slóveníu).",,36,14,"",
"Ann","X",,,12,57,"",
"Anna","X","Úr hebresku Hanna: náð, yndi. 26/7. heilög Anna, móðir Maríu meyjar.",,4475,1285,"",
"Annabella","X",,,7,0,"",
"Annalísa","X",,,5,0,"",
"Anne","X",,,48,43,"",
"Annetta","X",,,6,0,"",
"Anney","X",,,10,2,"",
"Annía","X",,,0,0,"",
"Annika","X",,,19,6,"",
"Anný","X",,,36,10,"",
"Antonía","X","Úr latínu: ómetanleg, sama nafn og Anton.",,29,17,"",
"Apríl","X",,,10,3,"",
"Árbjörg","X","Heilla-björg.",,4,1,"",
"Árbjört","X",,,1,1,"",
"Ardís","X",,,8,2,"",
"Árdís","X","Heilladís.",,88,26,"",
"Árelía","X",,,6,1,"",
"Arey","X",,,4,1,"",
"Aríanna","X",,,4,0,"",
"Aríella","X",,,1,0,"",
"Arín","X","Líklega sama og Arína.",,1,3,"",
"Arína","X","Myndað af Ari og viðskeytinu -ína.",,3,1,"",
"Arinbjörg","X",,,1,1,"",
"Aris","X",,,1,2,"Ritháttur af Arís",
"Arís","X",,,1,1,"",
"Arisa","X",,,2,1,"",
"Árlaug","X",,,0,0,"",
"Armenía","X",,,0,0,"",
"Ármey","X",,,6,2,"",
"Arna","X","Af Örn.",,588,341,"",
"Árna","X","Af Árni: Örn.",,3,3,"",
"Arnbjörg","X","Bjargvættur heimilisins. Arnbjörg landnámsmaður á Arnbjargarlæk.",,88,15,"",
"Arnborg","X","Vörn heimilisins.",,1,1,"",
"Arndís","X","Örn og dís, eða heilladís heimilisins.",,362,41,"",
"Árndís","X",,,7,1,"",
"Arney","X","Nafn þetta er myndað af forliðnum ""Arn"" sem merkir ýmist örn eða arinn og er þá tákn fyrir heimili, og viðliðnum ""ey"" sem merkir hamingja, - gæfa; sú sem ber gæfu og hamingju inn á heimilið.",,40,10,"",
"Árney","X",,,1,1,"",
"Arnfinna","X",,,1,0,"",
"Arnfríður","X","Heimilisfriður eða sú sem heimilið elskar.",,77,11,"",
"Arngerður","X","Vörn heimilisins.",,3,0,"",
"Arngunnur","X","Arn- og -gunnur: orrusta.",,15,0,"",
"Arnheiður","X","Birta heimilisins.",,109,8,"",
"Árnheiður","X",,,3,0,"",
"Arnhildur","X","Orrusta eða valkyrja heimilisins.",,36,1,"",
"Arnika","X",,,1,0,"",
"Árnína","X","Af Árni.",,18,4,"",
"Arnkatla","X",,,1,0,"",
"Arnlaug","X","Ljómi eða birta heimilisins.",,2,1,"",
"Arnleif","X","Erfingi arnarins eða heimilisins.",,7,1,"",
"Arnlín","X",,,2,0,"",
"Arnljót","X","Ljómi heimilisins.",,2,1,"",
"Arnóra","X","Af Arnór: Örn og Þór.",,0,1,"",
"Arnrós","X","Rós heimilisins.",,0,0,"",
"Arnrún","X","Leyndardómur heimilisins.",,28,0,"",
"Arnþóra","X",,,1,0,"",
"Arnþrúður","X","Arn- og Þrúður - sterk kona, (kvenkenning): húsfreyja.",,45,4,"",
"Árný","X","Farsæl og ung, eða sú sem morgunninn yngir.",,227,88,"",
"Áróra","X","Úr latínu: morgunroði, morgungyðjan.",,63,9,"",
"Ársæl","X","Farsæl.",,0,0,"",
"Ársól","X","Morgunsól eða gæfusól.",,12,4,"",
"Árþóra","X","Samsett af Ár- og -Þóra.",,3,0,"",
"Árún","X",,,1,0,"",
"Árveig","X","Farsæll styrkur.",,3,0,"",
"Árvök","X",,,2,0,"",
"Ása","X","Goðleg, goðkynjuð.",,463,238,"",
"Ásbjörg","X","Guðleg hjálp.",,36,8,"",
"Ásborg","X","Guðleg vörn.",,3,0,"",
"Ásdís","X","Dís, helguð ásum, eða guðleg dís.",,991,103,"",
"Ásfríður","X","Guðleg fegurð, eða sú sem goðin unna.",,0,0,"",
"Ásgerður","X","Vörn goðanna. Ásgerður Asksdóttir, landnámsmaður undir Eyjafjöllum.",,220,23,"",
"Áshildur","X","Orrusta goðanna, eða guðleg valkyrja -kona.",,28,0,"",
"Asírí","X",,,1,0,"",
"Áskatla","X",,,0,0,"",
"Askja","X",,,2,0,"",
"Ásla","X",,,0,1,"",
"Áslaug","X","Björt, hrein, sem guð.",,566,64,"",
"Ásleif","X",,,0,0,"",
"Ásný","X",,,0,0,"",
"Ásrós","X",,,1,0,"",
"Ásrún","X","Leyndardómur eða vinkona goðanna.",,141,17,"",
"Assa","X",,,9,11,"",
"Ást","X",,,0,0,"",
"Ásta","X","Forn stytting á Ástríður.",,1312,496,"",
"Ástbjörg","X","Sama og Ásbjörg.",,13,0,"",
"Ástbjört","X",,,2,0,"",
"Ástdís","X","Sama og Ásdís.",,21,4,"",
"Ástfríður","X",,,4,0,"",
"Ástgerður","X",,,1,0,"",
"Ástheiður","X",,,2,0,"",
"Ásthildur","X","Sama og Áshildur, orrusta goðanna, eða guðleg valkyrja.",,205,13,"",
"Astrid","X",,,25,8,"",
"Ástríður","X","Fegurð goðanna, eða sú sem goðin unna, elska.",,161,10,"",
"Ástrós","X","Ást og rós.",,151,18,"",
"Ástrún","X","Guðdómlegur leyndardómur.",,25,3,"",
"Ástþóra","X",,,1,0,"",
"Ástþrúður","X",,,2,0,"",
"Ástveig","X",,,0,1,"",
"Ásvör","X",,,0,0,"",
"Atalía","X",,,1,0,"",
"Atena","X",,,0,0,"",
"Athena","X",,,7,5,"Ritháttur af Atena",
"Aþena","X","Fengið úr grískri goðafræði en Aþena var gyðja skynsemi og handiðnar, auk þess sem hún var stríðsgyðja.",,84,11,"",
"Atla","X",,,0,1,"",
"Atlanta","X",,,0,1,"",
"Auðbjörg","X","Auðnu, gæfu vernd.",,86,15,"",
"Auðbjört","X",,,0,0,"",
"Auðdís","X","Heilladís.",,2,0,"",
"Auðlín","X","Gæfukona.",,2,0,"",
"Auðna","X",,,4,1,"",
"Auðný","X",,,1,0,"",
"Auðrún","X",,,2,0,"",
"Auður","X","Gæfukona. Auður djúpúðga, landnámsmaður í Hvammi í Dölum.",,1064,131,"",
"Aurora","X",,,12,2,"Ritháttur af Áróra",
"Axelía","X",,,0,0,"",
"Axelma","X",,,0,1,"",
"Ebbi","Y","Úr dönsku, stytting á nöfnum eins og Ásbjörn o.fl.",,0,5,"",
"Ebeneser","Y","Úr hebresku og þýðir hjálparhella (1. Sam. 7,12).",,3,4,"",
"Ebenezer","Y",,,7,3,"",
"Eberg","Y",,,1,0,"",
"Edgar","Y",,,11,8,"",
"Edilon","Y",,,4,2,"",
"Edílon","Y",,,1,1,"",
"Edvard","Y",,,21,7,"",
"Edvin","Y",,,8,2,"",
"Edward","Y",,,48,42,"Ritháttur af Edvard",
"Eðvald","Y","Úr ensku, auðnu, gæfu veldi.",,36,35,"",
"Eðvar","Y",,,3,0,"",
"Eðvarð","Y","Úr ensku og merkir auðnu, gæfu vernd. Íslenska mynd nafnsins er Játvarður.",,66,35,"",
"Efraím","Y",,,0,2,"",
"Eggert","Y","Úr þýsku: egg-harður.",,325,80,"",
"Eggþór","Y",,,0,0,"",
"Egill","Y","Sennilega skylt agi og ótti, ógn: ógurlegur.",,662,161,"",
"Eiðar","Y",,,0,1,"",
"Eiður","Y","Ef til vill eiður, svardagi, eða, sem líklegast virðist, íslensk mynd á írsku nafni.",,194,26,"",
"Eikar","Y",,,1,0,"",
"Eilífur","Y",,,5,2,"",
"Einar","Y","Einstæður, frábær, og -ar = hermaður.",,2530,416,"",
"Einir","Y","Einir, jurt.",,16,20,"",
"Einþór","Y","Frábær -þór.",,1,1,"",
"Einvarður","Y","Frábær vörn.",,4,1,"",
"Eiríkur","Y","Æ, ávallt ríkur, voldugur.",,684,74,"",
"Eivin","Y",,,0,0,"",
"Elberg","Y",,,2,4,"",
"Elbert","Y",,,0,0,"",
"Eldar","Y",,,13,7,"",
"Eldgrímur","Y",,,0,0,"",
"Eldjárn","Y","Eldur og járn.",,4,27,"",
"Eldon","Y",,,0,20,"",
"Eldór","Y",,,1,1,"",
"Eldur","Y",,,13,9,"",
"Elentínus","Y",,,2,0,"",
"Elfar","Y","Af kvenmannsnafninu Elfa: elfur, fljót.",,63,58,"Ritháttur af Elvar",
"Elfráður","Y",,,0,0,"",
"Elí","Y","Hebreska, og þýðir Guð minn (1. Sam. 1).",,32,309,"",
"Elías","Y","Nafn hebreska spámannsins Elía, sem merkir Drottinn er Guð minn (1. Kon. 17,1).",,350,113,"",
"Elíeser","Y",,,4,2,"",
"Elimar","Y",,,5,2,"",
"Elímar","Y",,,0,0,"",
"Elínbergur","Y","Samsett af Elín og Bergur.",,0,0,"",
"Elínmundur","Y","Samsett af Elín og -mundur.",,0,0,"",
"Elinór","Y",,,1,2,"",
"Elínór","Y",,,1,0,"",
"Elis","Y",,,5,4,"",
"Elís","Y","Nafn spámannsins Elísa, sem merkir Guð er hjálp mín (1. Kon. 19,16).",,99,94,"",
"Ellert","Y","Úr þýsku, Eilert: eggharður.",,124,63,"",
"Elli","Y",,,1,6,"",
"Elliði","Y","Sá sem siglir einn, eða frábærlega.",,11,6,"",
"Ellís","Y",,,0,0,"",
"Elmar","Y","Af élmar: skip, eða samsett af t.d. Elías og Mar-. Önnur merking er úr fornensku Æthelmær sem er samsett af forliðnum Æthel-, sem merki aðal, og viðliðnum -mær, sem merkir frægur.",,179,35,"",
"Elvar","Y","Sama og Elfar.",,459,148,"",
"Elvin","Y",,,1,0,"",
"Elvis","Y",,,4,0,"",
"Emanúel","Y","Úr hebresku: Immanúel, sem þýðir Guð með oss.",,10,6,"",
"Embrek","Y",,,1,0,"",
"Emerald","Y",,,1,1,"",
"Emil","Y","Franskt nafn, dregið af fornu, rómversku ættarnafni, og þýðir vingjarnlegur.",,383,206,"",
"Emmanúel","Y",,,0,2,"",
"Engilbert","Y","Bjartur sem engill.",,40,9,"",
"Engilbjartur","Y",,,0,0,"",
"Engiljón","Y",,,1,0,"",
"Engill","Y",,,1,5,"",
"Enok","Y","Úr hebresku: helgaður (1. Mós. 5, 18,24).",,26,15,"",
"Eric","Y",,,35,17,"Ritháttur af Erik",
"Erik","Y",,,68,49,"",
"Erlar","Y",,,0,0,"",
"Erlendur","Y","Útlendur maður.",,193,23,"",
"Erling","Y","Sjá Erlingur.",,132,38,"",
"Erlingur","Y","Norrænt nafn, sem merkir: af jarlsættum.",,201,20,"",
"Ernestó","Y",,,0,0,"",
"Ernir","Y","Ungt nafn í íslensku. Nafnið er trúlega leitt af kvenmannsnafninu - Erna (Örn) með hliðsjón af fleirtölumyndinni ernir. Einnig gæti verið að fjallsnafnið Ernir hefði haft áhrif á nafngjöfina.",,54,131,"",
"Ernst","Y",,,11,13,"",
"Eron","Y",,,1,4,"",
"Erpur","Y","Jarphærður.",,5,0,"",
"Esekíel","Y",,,2,4,"",
"Esjar","Y",,,1,3,"",
"Esra","Y","Herbreskt nafn, sem merkir hjálpari (Esra 7).",,9,13,"",
"Estefan","Y",,,1,0,"",
"Evald","Y",,,3,1,"",
"Evan","Y",,,2,3,"",
"Evert","Y",,,10,9,"",
"Eyberg","Y",,,1,33,"",
"Eyjólfur","Y","Auðnu, gæfu úlfur.",,347,34,"",
"Eylaugur","Y",,,0,0,"",
"Eyleifur","Y",,,2,1,"",
"Eymar","Y",,,12,1,"",
"Eymundur","Y","Gæfu vörn, eða gjöf.",,25,2,"",
"Eyríkur","Y",,,0,0,"",
"Eysteinn","Y","Gæfusteinn.",,144,32,"",
"Eyþór","Y","Auðnu-Þór.",,466,41,"",
"Eyvar","Y",,,1,5,"",
"Eyvindur","Y","Gæfusamur hermaður.",,53,9,"",
"Ebba","X","Úr dönsku, af Ebbe, sem aftur er stytting á nöfnum hliðstæðum Ásbjörn o.fl.",,52,46,"",
"Edda","X","Formóðir, langamma.",,730,392,"",
"Edel","X",,,1,1,"",
"Edil","X",,,2,0,"",
"Edit","X","Ith) - enskt nafn, sem samsvarar nafninu Auðgunnur.",,4,2,"",
"Edith","X",,,21,9,"Ritháttur af Edit",
"Eðna","X","Úr írsku, eða hebresku. Eðna eða Edna heitir ein persóna Tóbíasarbókar. Merking ókunn.",,1,0,"",
"Efemía","X","Gríska, góður orðstír.",,5,5,"",
"Egedía","X",,,0,2,"",
"Eggrún","X","Samsett af Eggert og -rún.",,1,0,"",
"Egla","X",,,1,6,"",
"Eiðný","X",,,1,0,"",
"Eiðunn","X",,,1,0,"",
"Eik","X","Tré.",,14,107,"",
"Eindís","X","Frábær dís.",,1,0,"",
"Einey","X",,,2,0,"",
"Einfríður","X",,,2,0,"",
"Einhildur","X","Frábær hildur, valkyrja.",,7,1,"",
"Einína","X",,,2,0,"",
"Einrún","X","Frábær vinátta, eða leyndardómur.",,1,0,"",
"Eir","X","Lækningargyðjan í norrænni goðafræði, nafnið skylt so. að eira, hlífa, þyrma.",,12,293,"",
"Eirdís","X",,,2,0,"",
"Eirfinna","X",,,1,0,"",
"Eiríka","X","Af Eiríkur: ávallt voldugur.",,17,11,"",
"Eirný","X","Sú sem lækningargyðjan yngur.",,7,6,"",
"Eirún","X",,,3,0,"",
"Elba","X",,,1,1,"",
"Eldbjörg","X",,,1,0,"",
"Eldey","X",,,9,6,"",
"Eldlilja","X",,,1,0,"",
"Eldrún","X",,,0,1,"",
"Eleina","X",,,0,0,"",
"Elektra","X",,,3,0,"",
"Elena","X","Afbrigði af Helena sem merkir hin ljósa.",,58,10,"",
"Elenborg","X",,,1,0,"Ritháttur af Elínborg  - ef. Elenborgar",
"Elfa","X","Elfur, á.",,175,108,"Ritháttur af Elva",
"Elfur","X","Fljót, á.",,11,2,"",
"Elía","X",,,2,0,"",
"Elíana","X",,,6,0,"",
"Elín","X","Íslensk mynd nafnsins Helena = hin skæra, bjarta.",,1634,394,"",
"Elina","X",,,11,6,"Ritháttur af Elína",
"Elína","X","Sama og Elín.",,9,1,"",
"Elíná","X","Ritmynd af Elína.",,1,0,"",
"Elínbet","X",,,3,0,"",
"Elínbjörg","X","Samsett af Elín og -björg.",,17,4,"",
"Elínbjört","X",,,3,2,"",
"Elínborg","X","Samsett af Elín og -borg.",,215,24,"",
"Elíndís","X",,,0,0,"",
"Elíngunnur","X",,,2,0,"",
"Elínheiður","X",,,1,0,"",
"Elínrós","X","Samsett af Elín og -rós.",,20,1,"",
"Elírós","X",,,0,2,"",
